08/04/y 16:04:02 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:06:07 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:09:32 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:11:49 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:15:36 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:21:58 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:24:38 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:28:38 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:31:20 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
08/04/y 16:34:11 | INFO | C:\Users\Bruno Mendes\Documents\GitHub\Calculadora-IPhone---Senac\main.py | Inicialização do programa.
